Comment,Test,Validation,Training,Correct,AUC,MCC,F1,AVP,TPR,TNR,Prec,Rec,Confusion matrix,LR,Duration (s),Timestamp
0,AAs S:4 X:0_20,0,1,"[0, 2, 3, 4]",0.843,0.731,0.321,0.38,0.452,0.288,0.954,0.556,0.288,"[[248  12]
 [ 37  15]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",40,2019-05-10 15:51:16.945732
0,AAs S:4 X:0_20,0,2,"[0, 1, 3, 4]",0.806,0.542,-0.076,0.0,0.208,0.0,0.967,0.0,0.0,"[[232   8]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",59,2019-05-10 15:51:36.004404
0,AAs S:4 X:0_20,0,3,"[0, 1, 2, 4]",0.667,0.656,-0.049,0.154,0.28,0.182,0.764,0.133,0.182,"[[168  52]
 [ 36   8]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",78,2019-05-10 15:51:54.473662
0,AAs S:4 X:0_20,0,4,"[0, 1, 2, 3]",0.742,0.467,-0.042,0.105,0.246,0.091,0.873,0.125,0.091,"[[192  28]
 [ 40   4]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",96,2019-05-10 15:52:12.748045
0,AAs S:4 X:0_20,0,0,"[1, 2, 3, 4]",0.863,0.735,0.528,0.61,0.713,0.643,0.907,0.581,0.643,"[[254  26]
 [ 20  36]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",20,2019-05-10 15:52:37.680224
0,AAs S:4 X:0_20,0,1,"[0, 2, 3, 4]",0.833,0.774,0.208,0.235,0.548,0.154,0.969,0.5,0.154,"[[252   8]
 [ 44   8]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",38,2019-05-10 15:52:54.865811
0,AAs S:4 X:0_20,0,2,"[0, 1, 3, 4]",0.833,0.489,0.0,0.0,0.315,0.0,1.0,,0.0,"[[240   0]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",56,2019-05-10 15:53:12.969117
0,AAs S:4 X:0_20,0,3,"[0, 1, 2, 4]",0.712,0.664,-0.076,0.095,0.223,0.091,0.836,0.1,0.091,"[[184  36]
 [ 40   4]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",74,2019-05-10 15:53:30.736309
0,AAs S:4 X:0_20,0,4,"[0, 1, 2, 3]",0.818,0.522,0.098,0.143,0.254,0.091,0.964,0.333,0.091,"[[212   8]
 [ 40   4]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",91,2019-05-10 15:53:47.760185
0,AAs S:4 X:0_20,0,0,"[1, 2, 3, 4]",0.81,0.807,0.425,0.529,0.75,0.643,0.843,0.45,0.643,"[[236  44]
 [ 20  36]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",21,2019-05-10 15:54:12.586014
0,AAs S:4 X:0_20,0,1,"[0, 2, 3, 4]",0.859,0.781,0.364,0.353,0.478,0.231,0.985,0.75,0.231,"[[256   4]
 [ 40  12]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",39,2019-05-10 15:54:30.659966
0,AAs S:4 X:0_20,0,2,"[0, 1, 3, 4]",0.819,0.438,-0.053,0.0,0.167,0.0,0.983,0.0,0.0,"[[236   4]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",57,2019-05-10 15:54:49.141388
0,AAs S:4 X:0_20,0,3,"[0, 1, 2, 4]",0.742,0.629,0.038,0.19,0.255,0.182,0.855,0.2,0.182,"[[188  32]
 [ 36   8]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",76,2019-05-10 15:55:07.720412
0,AAs S:4 X:0_20,0,4,"[0, 1, 2, 3]",0.848,0.526,0.277,0.167,0.282,0.091,1.0,1.0,0.091,"[[220   0]
 [ 40   4]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",95,2019-05-10 15:55:26.651832
0,AAs S:4 X:0_20,0,0,"[1, 2, 3, 4]",0.714,0.624,0.294,0.429,0.462,0.643,0.729,0.321,0.643,"[[204  76]
 [ 20  36]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",20,2019-05-10 15:55:50.862830
0,AAs S:4 X:0_20,0,1,"[0, 2, 3, 4]",0.849,0.793,0.487,0.577,0.513,0.615,0.896,0.542,0.615,"[[233  27]
 [ 20  32]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",38,2019-05-10 15:56:08.551275
